Acquired Medium google / others,city,Reg at date,Uninstall Date,Usage Days (bin),User ID,Notification Dismiss,Notification Open,Notification Receive,Quiz Count,Session Count,Share Count,Uninstalled,Usage Time,Usertime,Video Count
Normal,Bengaluru,2/26/2019,3/14/2020,365,47650,522,26,509,36,30,34,0,382,60085.847400920,71
Normal,Bengaluru,10/15/2019,11/20/2020,393,47652,442,9,655,185,476,114,0,402,31658.450642451,168
Normal,Other,3/27/2019,4/19/2020,365,47654,990,15,998,90,413,178,0,389,19044.468902965,52
Normal,Mumbai,8/19/2019,1/14/2020,141,47656,391,192,476,72,44,5,0,148,49360.17763485,188
Normal,Pune,5/26/2019,12/30/2019,197,47657,228,78,791,91,338,121,0,218,54315.085512720,41
Normal,Pune,1/15/2019,2/21/2020,393,47659,911,66,578,103,148,168,0,402,70429.756993765,170
Normal,Bengaluru,2/28/2019,5/20/2019,56,47664,921,186,564,79,373,43,0,81,57805.987138951,52
Normal,Mumbai,4/29/2020,9/1/2020,112,47665,294,25,860,199,483,68,0,125,41580.286424551,65
Normal,Mumbai,4/10/2020,10/17/2020,169,47666,497,22,878,66,32,183,0,190,66553.243945644,157
Normal,Bengaluru,7/22/2020,8/22/2020,28,47669,201,27,23,94,367,18,0,31,62766.695231423,141
Normal,Pune,6/24/2019,8/4/2019,28,47671,644,176,43,148,456,37,0,41,35296.913029814,19
Normal,Pune,1/11/2019,4/30/2020,450,47676,723,28,486,38,105,145,0,475,61109.269473104,60
Normal,Other,2/21/2019,4/12/2019,28,47678,315,162,287,188,386,42,0,50,21218.680140108,100
Normal,Bengaluru,12/13/2019,11/26/2020,337,47680,939,78,30,8,464,72,0,349,70392.381597018,97
Normal,Bengaluru,3/2/2019,4/10/2019,28,47681,46,29,643,25,382,82,0,39,54207.330562361,123
Normal,Other,5/15/2019,9/29/2020,478,47682,245,42,322,187,191,112,0,503,43579.856633711,52
Normal,Other,6/21/2019,9/28/2019,84,47684,497,11,411,28,415,158,0,99,30101.973174829,154
Normal,Pune,9/23/2019,11/3/2019,28,47685,427,117,440,149,414,65,0,41,35254.564570918,121
Normal,Other,6/30/2020,8/31/2020,56,47687,517,26,748,17,321,76,0,62,40978.431784385,146
Normal,Mumbai,6/15/2019,11/12/2020,506,47689,95,108,42,125,92,159,0,516,40909.328521876,115
Normal,Bengaluru,9/16/2019,10/6/2019,0,47690,882,130,24,94,180,178,0,20,5181.861978333,100
Normal,Mumbai,10/6/2019,10/16/2019,0,47694,379,188,821,142,432,58,0,10,44214.556528038,62
Normal,Mumbai,3/23/2020,4/21/2020,28,47696,314,135,46,12,459,68,0,29,69464.350967318,147
Normal,Bengaluru,4/16/2019,6/11/2019,28,47698,273,65,286,150,430,21,0,56,41470.082914412,56
Normal,Pune,5/13/2019,9/3/2019,112,47699,96,186,718,158,202,55,0,113,15115.683288005,198
Normal,Pune,6/22/2019,9/21/2019,84,47700,609,165,493,46,28,92,0,91,41157.258555528,108
Normal,Mumbai,5/27/2019,6/26/2019,28,47701,178,118,142,113,118,82,0,30,44565.359910669,137
Normal,Mumbai,4/5/2020,6/12/2020,56,47702,125,116,271,80,152,151,0,68,48891.783104493,112
Normal,Bengaluru,5/3/2019,7/31/2019,84,47703,831,20,681,56,326,0,0,89,21486.073174607,159
Normal,Pune,7/20/2019,5/27/2020,309,47704,978,175,606,179,450,2,0,312,18692.588280988,97
Normal,Mumbai,2/11/2019,11/21/2020,646,47705,401,3,35,155,354,64,0,649,68583.801891503,122
Normal,Other,5/17/2020,7/4/2020,28,47706,273,107,967,5,222,163,0,48,65252.278828064,196
Normal,Mumbai,6/23/2019,9/17/2019,84,47707,296,177,522,11,332,124,0,86,24580.947513456,199
Normal,Bengaluru,9/10/2019,6/18/2020,281,47709,987,178,834,177,11,21,0,282,25679.968354469,150
Normal,Pune,1/20/2019,11/15/2019,281,47711,135,173,462,62,37,91,0,299,58502.155409143,52
Normal,Bengaluru,4/6/2019,9/23/2019,169,47712,414,11,686,82,487,136,0,170,52344.406185962,197
Normal,Mumbai,1/14/2019,3/10/2019,28,47713,351,193,446,115,457,194,0,55,5081.484390376,115
Normal,Other,7/12/2019,1/8/2020,169,47715,839,46,254,59,445,77,0,180,59744.504791492,91
Normal,Bengaluru,4/10/2020,11/25/2020,225,47716,451,84,354,35,190,149,0,229,47739.795465728,16
Normal,Mumbai,3/20/2019,9/20/2020,534,47720,369,17,604,158,244,180,0,550,2946.892129981,79
Normal,Pune,5/26/2019,10/22/2019,141,47722,454,175,529,161,284,62,0,149,16524.228183813,147
Normal,Other,8/7/2020,11/16/2020,84,47723,417,4,690,104,146,88,0,101,43884.086864278,164
Normal,Mumbai,6/26/2019,2/26/2020,225,47725,749,113,772,83,113,155,0,245,1490.617619431,69
Normal,Mumbai,10/10/2019,6/13/2020,225,47727,147,61,295,77,447,12,0,247,64562.151227905,44
Normal,Bengaluru,3/9/2019,11/6/2019,225,47728,788,23,55,188,257,88,0,242,27002.423039943,153
Normal,Other,4/15/2019,5/7/2020,365,47731,443,170,301,1,283,4,0,388,64896.327934083,196
Normal,Bengaluru,11/20/2019,1/12/2020,28,47732,591,63,724,18,468,142,0,53,52615.801043521,99
Normal,Other,2/26/2019,7/8/2020,478,47733,267,20,484,65,221,122,0,498,18768.457116586,49
Normal,Pune,9/15/2019,1/21/2020,112,47734,0,175,487,145,380,154,0,128,59943.978062685,130
Normal,Other,2/4/2020,3/11/2020,28,47735,831,51,47,99,188,166,0,36,45533.561373519,119
Normal,Mumbai,1/18/2019,4/17/2019,84,47737,177,89,609,132,252,28,0,89,5694.003506309,63
Normal,Mumbai,2/26/2019,11/21/2019,253,47738,508,17,339,93,165,112,0,268,60258.430281240,176
Normal,Mumbai,9/12/2019,11/26/2020,422,47740,620,41,22,20,231,193,0,441,36857.232081244,164
Normal,Other,6/11/2019,6/2/2020,337,47744,681,3,576,67,123,63,0,357,23688.081772026,105
Normal,Other,2/18/2019,2/28/2020,365,47746,875,143,376,72,181,141,0,375,60799.117986785,111
Normal,Pune,8/22/2019,11/22/2020,450,47748,739,169,463,75,461,75,0,458,62247.971016815,145
Normal,Bengaluru,4/8/2019,6/11/2020,422,47749,91,20,514,136,210,110,0,430,67329.350506275,185
Normal,Bengaluru,6/7/2020,8/22/2020,56,47751,170,17,742,87,272,155,0,76,27245.117134605,172
Normal,Mumbai,5/14/2019,3/31/2020,309,47752,509,7,393,175,261,42,0,322,24474.376833721,124
Normal,Mumbai,11/30/2019,8/6/2020,225,47753,746,143,963,158,148,110,0,250,33413.876659028,99
Normal,Pune,2/27/2019,5/22/2020,450,47754,546,194,56,5,57,175,0,450,15827.957587704,92
Normal,Bengaluru,3/23/2019,8/9/2020,478,47755,764,122,493,43,143,4,0,505,23620.134332014,162
Normal,Other,4/1/2019,7/30/2019,112,47756,829,86,923,103,247,153,0,120,32718.702765364,186
Normal,Pune,3/1/2019,10/16/2020,590,47758,891,147,953,4,286,177,0,595,38979.074717017,29
Normal,Pune,4/21/2019,9/23/2020,506,47759,662,122,342,129,26,45,0,521,27352.929018407,177
Normal,Bengaluru,7/5/2019,7/13/2020,365,47762,767,71,710,25,246,2,0,374,47171.200999654,107
Normal,Pune,5/21/2020,12/12/2020,197,47763,483,88,65,164,337,130,0,205,20423.254204063,63
Normal,Mumbai,5/11/2019,8/25/2019,84,47764,94,25,548,41,328,114,0,106,65166.901875945,157
Normal,Pune,1/22/2020,2/27/2020,28,47768,952,155,208,53,455,64,0,36,238.380171534,104
Normal,Mumbai,6/28/2019,10/10/2020,450,47769,776,188,413,35,445,42,0,470,20420.023900089,132
Normal,Bengaluru,5/15/2020,7/27/2020,56,47770,308,61,499,70,34,101,0,73,14043.725180588,180
Normal,Bengaluru,2/26/2019,7/19/2020,506,47772,821,23,692,39,408,1,0,509,29067.063519106,70
Normal,Bengaluru,5/7/2019,9/30/2020,506,47773,877,89,355,188,102,123,0,512,39684.630766012,197
Normal,Pune,9/11/2019,12/6/2019,84,47774,543,192,283,127,436,194,0,86,46187.184685789,93
Normal,Bengaluru,6/10/2019,6/16/2019,0,47777,800,39,858,52,378,161,0,6,25181.141425992,64
Normal,Pune,1/10/2020,2/24/2020,28,47778,390,120,198,188,154,120,0,45,59226.853421947,80
Normal,Other,2/5/2019,7/3/2019,141,47779,221,95,850,17,303,178,0,148,59056.427878637,9
Normal,Mumbai,3/4/2020,10/20/2020,225,47782,879,117,576,131,458,101,0,230,21193.570062444,181
Normal,Other,3/29/2019,11/29/2019,225,47784,468,23,807,20,332,28,0,245,46013.430175661,110
Normal,Bengaluru,11/22/2019,11/22/2020,365,47785,389,126,567,95,494,123,0,366,43917.041378343,16
Normal,Other,5/10/2020,12/7/2020,197,47787,41,133,628,183,235,184,0,211,49555.546451151,53
Normal,Other,8/4/2019,9/7/2020,393,47788,571,97,379,159,284,91,0,400,11825.996644528,77
Normal,Pune,7/25/2019,10/14/2020,422,47791,357,192,228,81,283,35,0,447,3430.506310328,198
Normal,Bengaluru,2/6/2020,4/20/2020,56,47794,432,60,849,0,138,194,0,74,38915.174509347,14
Normal,Other,10/25/2019,5/13/2020,197,47795,305,62,148,103,477,91,0,201,21844.037672025,2
Normal,Mumbai,3/26/2020,5/31/2020,56,47796,123,164,458,177,457,150,0,66,52281.095669181,132
Normal,Other,1/17/2019,5/6/2020,450,47797,437,193,64,98,170,103,0,475,166.886979981,129
Normal,Other,3/26/2020,7/6/2020,84,47799,144,155,499,94,389,164,0,102,12803.277425451,33
Normal,Other,9/12/2019,2/12/2020,141,47800,748,38,740,64,271,160,0,153,19915.598940889,12
Normal,Bengaluru,8/31/2019,4/13/2020,225,47803,101,183,719,62,273,9,0,226,650.514047924,68
Normal,Mumbai,3/30/2019,1/24/2020,281,47804,875,81,274,21,468,180,0,300,6821.784028114,111
Normal,Mumbai,3/18/2019,9/22/2020,534,47805,393,119,988,20,47,189,0,554,33119.510059045,161
Normal,Bengaluru,2/16/2019,9/24/2019,197,47806,360,71,443,165,68,153,0,220,19651.511606778,123
Normal,Pune,2/24/2020,10/4/2020,197,47810,980,157,494,96,461,51,0,223,28294.880130041,12
Normal,Pune,11/1/2019,12/29/2019,56,47812,294,112,464,159,55,85,0,58,1081.836259722,96
Normal,Other,2/17/2019,10/7/2019,225,47821,108,35,344,8,9,110,0,232,39084.934944461,189
Normal,Pune,1/6/2020,8/1/2020,197,47824,63,0,153,168,281,123,0,208,4847.727633328,2
Normal,Pune,1/26/2019,8/8/2020,534,47825,626,5,917,34,1,188,0,560,42031.895208047,8
Normal,Mumbai,1/23/2019,8/11/2019,197,47826,322,107,247,97,287,125,0,200,64425.835782010,77
Normal,Other,6/17/2019,8/14/2020,422,47827,86,18,939,53,303,26,0,424,30680.837554522,131
Normal,Mumbai,10/14/2019,6/11/2020,225,47829,143,97,244,167,99,128,0,241,48063.947385452,107
Normal,Pune,10/8/2019,8/5/2020,281,47832,798,126,724,37,400,15,0,302,38902.889391473,78
Normal,Other,3/12/2019,9/24/2019,169,47833,212,161,175,5,489,54,0,196,66860.837421804,142
Normal,Pune,4/9/2019,5/9/2019,28,47836,385,85,32,167,474,115,0,30,58911.643054470,176
Normal,Mumbai,3/24/2019,5/29/2020,422,47838,787,185,960,163,98,165,0,432,36313.298843573,126
Normal,Pune,8/29/2019,10/20/2020,393,47839,27,181,332,110,350,116,0,418,25252.081653774,135
Normal,Other,5/4/2019,7/5/2020,422,47841,209,85,436,175,102,111,0,428,22247.733618041,198
Normal,Other,1/22/2019,5/2/2019,84,47843,973,121,481,118,245,43,0,100,21202.664260065,196
Normal,Mumbai,8/19/2019,6/18/2020,281,47844,991,52,100,19,209,114,0,304,5329.085376382,125
Normal,Bengaluru,7/10/2019,8/4/2020,365,47847,228,24,513,197,351,115,0,391,63550.418647272,140
Normal,Mumbai,12/12/2019,7/27/2020,225,47849,555,63,626,33,18,10,0,228,1894.096333712,176
Normal,Mumbai,1/6/2020,2/22/2020,28,47851,419,111,106,187,347,166,0,47,14734.834236727,148
Normal,Bengaluru,3/25/2019,10/13/2019,197,47852,175,174,40,111,239,115,0,202,32818.526230423,38
Normal,Pune,3/17/2020,8/11/2020,141,47855,229,62,965,27,478,122,0,147,48809.097516404,35
Normal,Mumbai,9/30/2019,8/11/2020,309,47856,106,39,868,118,55,192,0,316,26423.679535373,7
Normal,Other,8/31/2019,10/25/2019,28,47857,278,36,787,93,369,177,0,55,17471.462743858,0
Normal,Bengaluru,12/17/2019,7/3/2020,197,47859,247,52,890,137,463,80,0,199,58778.265764843,66
Normal,Mumbai,3/10/2019,11/26/2019,253,47860,759,143,328,68,62,193,0,261,9756.823190042,115
Normal,Pune,12/9/2019,8/6/2020,225,47863,161,78,692,134,93,96,0,241,60233.448284454,102
Normal,Bengaluru,6/25/2019,3/31/2020,253,47865,374,78,914,62,164,57,0,280,23833.292364081,156
Normal,Pune,11/4/2019,7/5/2020,225,47866,447,175,64,113,307,32,0,244,26099.686580623,99
Normal,Other,8/21/2019,1/29/2020,141,47868,489,85,827,40,312,57,0,161,51006.526494506,188
Normal,Mumbai,2/7/2019,1/23/2020,337,47869,183,117,808,72,54,191,0,350,38706.723914088,93
Normal,Pune,5/5/2019,2/25/2020,281,47872,595,82,984,32,303,109,0,296,31146.562672448,135
Normal,Bengaluru,6/30/2020,11/30/2020,141,47873,799,127,795,187,363,48,0,153,58597.913359734,78
Normal,Bengaluru,3/8/2019,3/5/2020,337,47878,878,39,614,136,391,22,0,363,40431.897849016,60
Normal,Bengaluru,2/18/2019,4/14/2019,28,47879,368,28,805,142,447,183,0,55,25412.777174806,182
Normal,Other,1/14/2019,7/9/2019,169,47880,225,185,824,198,153,179,0,176,7718.265908921,147
Normal,Mumbai,3/20/2019,12/12/2020,618,47886,392,23,75,71,465,48,0,633,37543.126180595,48
Normal,Other,9/18/2020,12/9/2020,56,47887,508,9,1,43,465,28,0,82,65861.173011957,56
Normal,Other,3/2/2019,9/11/2020,534,47888,664,83,449,190,434,78,0,559,21684.643053508,32
Normal,Pune,12/27/2019,10/2/2020,253,47889,135,56,641,27,393,72,0,280,52416.188439770,158
Normal,Bengaluru,11/20/2019,8/3/2020,253,47892,385,70,21,2,193,147,0,257,19455.839657171,156
Normal,Other,5/20/2020,10/22/2020,141,47895,865,86,762,63,239,199,0,155,50405.948168366,188
Normal,Mumbai,3/16/2020,10/15/2020,197,47896,808,162,189,4,273,99,0,213,55479.021032371,151
Normal,Other,10/12/2019,1/10/2020,84,47897,61,183,981,0,413,76,0,90,43080.947577530,143
Normal,Bengaluru,9/15/2019,11/16/2019,56,47903,993,38,445,127,266,52,0,62,53322.329437021,160
Normal,Bengaluru,9/4/2019,9/20/2020,365,47905,299,77,91,58,85,33,0,382,8688.366568247,173
Normal,Other,5/14/2019,9/19/2019,112,47911,393,23,296,182,110,123,0,128,27005.289149959,181
Normal,Other,4/29/2019,10/26/2020,534,47912,697,88,15,17,364,197,0,546,39829.057629891,46
Normal,Bengaluru,1/1/2020,3/5/2020,56,47918,740,34,51,83,126,29,0,64,42272.883603861,156
Normal,Pune,3/31/2020,9/12/2020,141,47923,340,195,58,146,189,171,0,165,40108.262070343,109
Normal,Bengaluru,8/4/2019,3/18/2020,225,47926,870,52,338,81,461,194,0,227,55926.275535276,128
Normal,Bengaluru,12/28/2019,6/9/2020,141,47927,665,71,9,122,135,145,0,164,69427.567281796,154
Normal,Pune,5/2/2019,12/30/2019,225,47931,314,76,976,128,396,43,0,242,29949.234028679,141
Normal,Other,3/2/2019,5/19/2020,422,47934,458,135,982,100,54,59,0,444,55995.126689020,58
Normal,Other,2/20/2019,9/12/2020,562,47937,370,195,49,132,325,11,0,570,64265.681163850,182
Normal,Other,1/25/2019,4/22/2020,450,47938,626,175,460,130,155,144,0,453,25346.158429220,118
Normal,Mumbai,9/2/2019,12/23/2019,84,47939,359,73,3,120,170,165,0,112,43065.763805034,118
Normal,Pune,2/6/2019,7/7/2020,506,47940,922,193,826,82,248,38,0,517,24267.44285682,170
Normal,Other,2/11/2019,7/28/2019,141,47941,357,110,857,106,19,47,0,167,16067.853812432,165
Normal,Bengaluru,9/26/2019,9/24/2020,337,47942,783,132,163,191,111,162,0,364,49617.242429699,197
Normal,Bengaluru,2/17/2019,6/2/2020,450,47943,383,131,914,52,262,83,0,471,31201.271606019,112
Normal,Other,10/26/2019,9/18/2020,309,47946,417,59,354,31,345,112,0,328,33391.654074351,166
Normal,Bengaluru,1/4/2019,1/1/2020,337,47947,954,146,914,81,219,28,0,362,6578.816437286,65
Normal,Bengaluru,9/15/2019,5/4/2020,225,47951,558,49,649,143,496,48,0,232,7125.784019647,81
Normal,Other,9/6/2020,10/10/2020,28,47953,610,97,573,154,248,139,0,34,26698.831116060,67
Normal,Pune,6/7/2019,4/2/2020,281,47954,643,105,6,58,203,106,0,300,58936.442878733,130
Normal,Pune,4/12/2020,8/9/2020,112,47955,62,76,541,21,135,52,0,119,23661.356260776,150
Normal,Other,10/6/2019,11/1/2020,365,47959,466,111,370,20,399,140,0,392,35123.349071245,42
Normal,Other,9/26/2019,4/19/2020,197,47960,753,64,853,137,10,157,0,206,1092.066535110,152
Normal,Mumbai,10/20/2019,4/28/2020,169,47961,86,55,377,171,276,147,0,191,32554.834619150,71
Normal,Mumbai,6/15/2019,3/27/2020,281,47962,79,28,910,161,211,114,0,286,55770.916020113,143
Normal,Mumbai,11/1/2019,1/12/2020,56,47968,714,110,835,73,35,180,0,72,65995.328712877,29
Normal,Bengaluru,3/5/2019,11/22/2019,253,47970,888,63,104,56,104,140,0,262,51308.789626837,60
Normal,Other,3/29/2019,10/11/2019,169,47972,7,134,90,164,497,136,0,196,61701.470676497,111
Normal,Other,10/8/2019,10/16/2020,365,47974,508,43,72,11,397,22,0,374,66349.001341757,96
Normal,Pune,12/11/2019,8/5/2020,225,47976,396,44,677,17,319,163,0,238,55331.201139681,20
Normal,Pune,10/7/2019,8/12/2020,309,47978,174,56,193,87,286,150,0,310,31836.830508973,77
Normal,Pune,2/17/2019,2/5/2020,337,47980,995,129,251,115,171,14,0,353,29381.680553238,149
Normal,Pune,2/11/2019,6/8/2019,112,47982,109,44,744,123,93,119,0,117,45537.018536488,191
Normal,Pune,10/2/2019,10/4/2020,365,47985,401,85,588,55,410,167,0,368,25320.392442564,50
Normal,Other,5/1/2019,8/18/2019,84,47989,443,46,739,78,388,176,0,109,30688.037359699,66
Normal,Other,7/6/2020,10/12/2020,84,47990,895,102,245,98,446,77,0,98,55339.122075649,197
Normal,Mumbai,1/8/2019,5/13/2019,112,47991,288,87,612,0,410,38,0,125,4135.078771036,39
Normal,Other,6/14/2020,6/28/2020,0,47992,939,69,250,133,260,114,0,14,13433.200342902,115
Normal,Other,1/19/2019,6/10/2020,506,47995,588,23,286,155,352,172,0,508,6855.410545797,89
Normal,Mumbai,7/3/2019,11/26/2020,506,47997,739,100,823,126,35,127,0,512,9672.481802756,11
Normal,Bengaluru,7/8/2019,8/15/2020,393,48003,876,51,393,177,177,48,0,404,2747.904373284,145
Normal,Mumbai,7/22/2019,8/23/2020,393,48004,394,39,139,106,334,112,0,398,7113.167209627,96
Normal,Mumbai,2/14/2019,11/12/2020,618,48005,415,131,784,49,234,0,0,637,68515.817377569,36
Normal,Other,10/6/2019,3/27/2020,169,48008,386,43,388,9,494,182,0,173,34080.227646292,89
Normal,Bengaluru,1/30/2020,3/3/2020,28,48010,153,139,33,90,126,107,0,33,42930.200140144,77
Normal,Mumbai,6/23/2020,10/6/2020,84,48011,745,179,794,61,44,180,0,105,46901.292883074,55
Normal,Other,4/21/2019,12/3/2019,225,48015,851,182,475,83,59,160,0,226,8820.611491416,193
Normal,Other,10/22/2019,6/5/2020,225,48016,149,26,750,6,487,113,0,227,34409.811393500,139
Normal,Pune,4/10/2019,1/22/2020,281,48017,585,117,353,86,150,124,0,287,19581.883702828,132
Normal,Other,6/26/2020,9/1/2020,56,48018,79,47,12,74,282,21,0,67,23276.727904297,114
Normal,Mumbai,3/19/2020,5/19/2020,56,48019,341,67,671,151,97,171,0,61,62781.876648012,168
Normal,Mumbai,6/29/2019,10/25/2019,112,48020,25,71,667,60,33,172,0,118,22694.870110336,62
Normal,Other,7/25/2019,1/9/2020,141,48021,948,175,304,86,373,163,0,168,59144.144543461,141
Normal,Bengaluru,2/10/2019,10/11/2020,590,48022,189,64,161,31,186,129,0,609,63236.636098175,95
Normal,Pune,9/28/2019,12/7/2020,422,48024,631,154,932,11,377,110,0,436,64833.160949872,69
Normal,Other,12/20/2019,3/11/2020,56,48025,515,130,856,170,285,12,0,82,3575.085142444,108
Normal,Other,11/5/2019,11/26/2019,0,48030,766,39,244,124,147,34,0,21,43591.976153935,40
Normal,Mumbai,7/9/2019,11/24/2020,478,48031,657,45,794,118,169,195,0,504,8655.582727931,110
Normal,Pune,2/17/2019,3/9/2019,0,48033,269,91,440,89,458,135,0,20,22811.7015791,142
Normal,Bengaluru,6/13/2019,11/14/2019,141,48036,446,112,748,47,330,155,0,154,54229.108947989,153
Normal,Mumbai,3/18/2019,1/10/2020,281,48038,39,58,955,145,295,66,0,298,37569.828177813,96
Normal,Bengaluru,9/14/2019,7/18/2020,281,48039,78,53,910,136,255,131,0,308,64801.971894028,57
Normal,Pune,5/7/2019,8/8/2019,84,48041,845,174,226,56,460,153,0,93,33027.528297963,59
Normal,Pune,1/1/2019,2/22/2020,393,48043,330,95,750,83,247,4,0,417,16747.935971064,14
Normal,Pune,6/21/2019,10/31/2019,112,48045,869,113,559,176,401,193,0,132,19827.170273107,84
Normal,Pune,1/13/2019,7/13/2020,534,48047,461,65,225,175,441,44,0,547,52071.570643732,30
Normal,Bengaluru,4/18/2020,6/26/2020,56,48048,100,131,737,113,220,90,0,69,70307.233131992,83
Normal,Bengaluru,5/21/2020,10/19/2020,141,48049,590,120,54,165,324,161,0,151,27531.338748427,31
Normal,Other,5/27/2020,6/1/2020,0,48052,297,32,312,57,138,145,0,5,36576.928797157,150
Normal,Other,1/13/2019,9/9/2020,590,48054,238,110,529,27,459,132,0,605,51433.648512752,99
Normal,Bengaluru,11/16/2019,2/25/2020,84,48055,468,133,198,178,95,154,0,101,59192.742183895,114
Normal,Mumbai,2/11/2020,12/7/2020,281,48058,740,95,662,91,183,80,0,300,65264.799353463,117
Normal,Other,1/2/2020,7/18/2020,197,48059,400,111,187,138,405,119,0,198,51250.337386816,128
Normal,Bengaluru,3/26/2019,5/17/2020,393,48060,927,1,464,9,257,128,0,418,34240.652172955,4
Normal,Mumbai,5/2/2019,7/6/2020,422,48062,136,76,51,177,143,111,0,431,20484.806276784,140
Normal,Bengaluru,12/21/2019,10/15/2020,281,48067,527,162,897,17,173,132,0,299,13979.241644475,160
Normal,Mumbai,3/11/2020,10/24/2020,225,48068,536,173,183,103,296,154,0,227,33899.176867079,162
Normal,Bengaluru,2/18/2019,5/1/2020,422,48073,681,183,903,195,268,58,0,438,40820.284580696,192
Normal,Pune,6/8/2019,4/3/2020,281,48074,482,131,147,133,213,30,0,300,34059.738207845,4
Normal,Other,8/26/2019,6/2/2020,281,48077,362,95,846,165,481,29,0,281,2525.342909489,120
Normal,Other,8/18/2019,3/21/2020,197,48078,788,181,865,125,280,14,0,216,45025.055600224,5
Normal,Mumbai,1/1/2020,8/21/2020,225,48080,950,90,360,170,441,66,0,233,43115.261081351,199
Normal,Bengaluru,6/2/2019,7/20/2019,28,48081,665,168,15,106,274,102,0,48,46988.020461623,154
Normal,Mumbai,6/1/2019,8/3/2020,422,48085,697,104,422,32,430,88,0,429,19808.812790225,11
Normal,Pune,10/2/2019,6/27/2020,253,48086,934,130,177,111,366,33,0,269,48708.516537735,146
Normal,Bengaluru,7/17/2020,10/15/2020,84,48087,190,116,401,127,217,21,0,90,33498.715882690,61
Normal,Mumbai,5/24/2019,7/4/2019,28,48089,427,71,727,12,110,136,0,41,60514.171422730,58
Normal,Bengaluru,2/27/2019,10/9/2019,197,48090,398,145,972,30,385,160,0,224,45268.908613813,92
Normal,Pune,12/19/2019,4/9/2020,84,48092,80,189,498,77,211,180,0,112,37818.666364045,95
Normal,Bengaluru,1/7/2019,5/8/2020,478,48094,246,4,304,82,264,29,0,487,54882.851223134,73
Normal,Mumbai,1/20/2019,5/6/2019,84,48095,33,106,94,98,222,98,0,106,61860.170283217,128
Normal,Mumbai,7/3/2019,2/27/2020,225,48096,423,148,634,35,380,44,0,239,38441.894109508,186
Normal,Other,11/7/2019,6/27/2020,225,48098,952,67,574,194,370,193,0,233,52767.192428259,150
Normal,Other,4/23/2020,10/11/2020,169,48100,561,155,766,50,186,12,0,171,54647.299329170,141
Normal,Bengaluru,1/10/2020,8/12/2020,197,48101,114,48,792,122,145,59,0,215,3549.334908202,159
Normal,Other,12/7/2019,1/10/2020,28,48102,947,119,175,118,173,189,0,34,54142.462861014,115
Normal,Pune,6/23/2020,8/18/2020,28,48103,777,128,940,88,43,12,0,56,6531.866712759,194
Normal,Pune,11/11/2019,6/21/2020,197,48109,690,188,912,153,183,184,0,223,9604.459704222,114
Normal,Pune,5/3/2019,11/10/2019,169,48111,555,196,757,144,212,31,0,191,5666.830651214,196
Normal,Bengaluru,1/3/2019,9/2/2019,225,48112,43,94,662,134,57,195,0,242,63195.494912660,166
Normal,Mumbai,11/19/2019,5/13/2020,169,48113,347,101,394,105,377,114,0,176,3827.253537660,162
Normal,Other,5/3/2019,5/31/2019,0,48115,682,178,193,115,338,93,0,28,23549.877918200,5
Normal,Other,8/22/2019,5/4/2020,253,48117,622,71,371,117,358,109,0,256,11456.154305216,130
Normal,Pune,1/1/2019,9/30/2019,253,48118,521,156,214,148,346,173,0,272,39198.408229273,104
Normal,Pune,4/25/2019,6/19/2020,393,48119,322,14,822,152,240,99,0,421,41058.452367040,22
Normal,Bengaluru,4/30/2019,2/28/2020,281,48121,336,142,967,128,5,33,0,304,13689.335221693,36
Normal,Other,4/22/2019,10/5/2020,506,48125,207,178,910,62,300,136,0,532,43439.859074768,192
Normal,Mumbai,4/4/2019,1/9/2020,253,48128,796,47,144,84,167,9,0,280,41289.285361061,89
Normal,Pune,10/14/2020,11/28/2020,28,48129,314,71,861,69,235,24,0,45,50969.539817893,25
Normal,Mumbai,10/10/2019,7/23/2020,281,48130,413,84,718,112,296,76,0,287,69581.981733479,179
Normal,Bengaluru,4/16/2019,8/8/2020,478,48132,977,33,114,133,305,41,0,480,3479.220222299,142
Normal,Other,1/31/2019,2/22/2020,365,48134,471,181,974,25,2,27,0,387,2434.159817265,92
Normal,Other,1/10/2020,2/14/2020,28,48136,505,195,306,184,370,7,0,35,29827.209327806,169
Normal,Other,7/29/2020,10/14/2020,56,48137,870,105,576,51,194,158,0,77,91.473583321,54
Normal,Mumbai,2/25/2019,5/30/2019,84,48139,290,164,409,115,226,81,0,94,48108.698373770,169
Normal,Pune,9/30/2019,10/8/2020,365,48141,308,104,370,11,151,73,0,374,36196.037091060,42
Normal,Bengaluru,1/13/2019,3/30/2020,422,48143,571,1,495,82,3,2,0,442,17967.521642899,57
Normal,Mumbai,5/14/2020,7/29/2020,56,48144,927,140,106,129,205,190,0,76,19309.358046620,186
Normal,Mumbai,3/15/2019,3/10/2020,337,48146,761,152,73,172,150,119,0,361,69990.556264683,138
Normal,Mumbai,5/19/2020,10/3/2020,112,48147,925,155,687,104,282,70,0,137,55962.893229974,59
Normal,Other,4/10/2019,4/25/2020,365,48148,817,8,42,27,413,133,0,381,27679.310120342,146
Normal,Pune,7/2/2019,12/30/2019,169,48149,960,119,805,9,368,75,0,181,4069.639521855,194
Normal,Pune,1/26/2019,6/21/2019,141,48151,966,177,695,25,99,105,0,146,30517.757957444,190
Normal,Bengaluru,7/3/2019,8/3/2019,28,48153,823,104,928,55,126,1,0,31,57179.299368035,139
